,YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
3413,2009,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.9,,,1.4,3.1,8.7,1616.0,Female,All Races,All Ages,Middle School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3432,2009,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.6,,,0.7,2.3,4.9,2009.0,Overall,All Races,All Ages,Middle School,"(37.54268067400045, -78.45789046299967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3433,2009,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.8,,,0.8,2.2,5.4,979.0,Male,All Races,All Ages,Middle School,"(37.54268067400045, -78.45789046299967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3434,2009,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.4,,,0.9,1.7,5.1,1020.0,Female,All Races,All Ages,Middle School,"(37.54268067400045, -78.45789046299967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3462,2009,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.3,,,1.6,19.2,25.4,1641.0,Overall,All Races,All Ages,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3463,2009,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.9,,,0.7,7.6,10.2,1709.0,Overall,All Races,All Ages,Middle School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3464,2009,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.7,,,1.0,6.7,10.7,827.0,Male,All Races,All Ages,Middle School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3465,2009,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.7,,,2.1,19.5,27.9,814.0,Male,All Races,All Ages,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3466,2009,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.9,,,1.0,6.9,10.9,871.0,Female,All Races,All Ages,Middle School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3467,2009,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.9,,,1.6,17.8,24.0,822.0,Female,All Races,All Ages,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3504,2008,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.1,,,2.5,17.2,27.0,1327.0,Overall,All Races,All Ages,High School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3505,2008,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.7,,,1.3,6.2,11.2,1012.0,Overall,All Races,All Ages,Middle School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3506,2008,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.1,,,2.9,21.5,32.7,658.0,Male,All Races,All Ages,High School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3507,2008,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.4,,,1.6,7.3,13.5,492.0,Male,All Races,All Ages,Middle School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3508,2008,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.8,,,2.5,11.9,21.7,659.0,Female,All Races,All Ages,High School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3509,2008,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.8,,,1.2,4.4,9.2,516.0,Female,All Races,All Ages,Middle School,"(32.84057112200048, -86.63186076199969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3546,2008,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.1,,,0.7,5.7,8.5,2094.0,Overall,All Races,All Ages,Middle School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3547,2008,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.3,,,1.2,15.0,19.6,1813.0,Overall,All Races,All Ages,High School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3548,2008,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.9,,,0.9,5.2,8.6,1043.0,Male,All Races,All Ages,Middle School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3549,2008,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.6,,,1.5,13.6,19.6,894.0,Male,All Races,All Ages,High School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3550,2008,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.9,,,1.5,14.9,20.9,915.0,Female,All Races,All Ages,High School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3551,2008,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.4,,,1.0,5.4,9.4,1033.0,Female,All Races,All Ages,Middle School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3588,2008,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.1,,,0.6,3.0,5.2,3212.0,Overall,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3589,2008,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.3,,,1.0,16.4,20.2,3606.0,Overall,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3590,2008,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.0,,,1.4,16.3,21.7,1858.0,Male,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3591,2008,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.5,,,0.8,3.0,6.0,1579.0,Male,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3592,2008,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.7,,,0.6,2.5,4.9,1626.0,Female,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3593,2008,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.5,,,1.2,15.2,19.8,1739.0,Female,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3624,2008,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.9,,,2.4,15.1,24.7,1245.0,Overall,All Races,All Ages,High School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3625,2008,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.8,,,0.8,1.3,4.3,1307.0,Overall,All Races,All Ages,Middle School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3626,2008,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.3,,,0.9,1.6,5.0,670.0,Male,All Races,All Ages,Middle School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3627,2008,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.2,,,3.3,13.7,26.7,612.0,Male,All Races,All Ages,High School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3628,2008,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.5,,,2.4,14.8,24.2,630.0,Female,All Races,All Ages,High School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3629,2008,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.4,,,0.9,0.7,4.1,633.0,Female,All Races,All Ages,Middle School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3672,2008,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.8,,,1.4,24.0,29.6,2781.0,Overall,All Races,All Ages,High School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3673,2008,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.7,,,1.0,7.8,11.6,3982.0,Overall,All Races,All Ages,Middle School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3674,2008,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.2,,,1.0,7.2,11.2,1947.0,Male,All Races,All Ages,Middle School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3675,2008,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.7,,,2.3,22.2,31.2,1368.0,Male,All Races,All Ages,High School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3676,2008,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.7,,,1.3,24.2,29.2,1403.0,Female,All Races,All Ages,High School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3677,2008,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,1.2,7.4,12.2,2022.0,Female,All Races,All Ages,Middle School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3720,2008,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.8,,,1.9,15.1,22.5,1280.0,Overall,All Races,All Ages,High School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3721,2008,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.2,,,1.4,7.5,12.9,1555.0,Overall,All Races,All Ages,Middle School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3722,2008,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.3,,,2.2,15.9,24.7,588.0,Male,All Races,All Ages,High School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3723,2008,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.6,,,1.4,8.8,14.4,767.0,Male,All Races,All Ages,Middle School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3724,2008,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.6,,,1.7,5.3,11.9,779.0,Female,All Races,All Ages,Middle School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3725,2008,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.9,,,2.3,12.3,21.5,684.0,Female,All Races,All Ages,High School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3759,2008,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.4,,,0.5,2.4,4.4,2299.0,Overall,All Races,All Ages,Middle School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3760,2008,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.2,,,0.6,2.0,4.4,1128.0,Male,All Races,All Ages,Middle School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3761,2008,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.5,,,0.6,2.4,4.6,1163.0,Female,All Races,All Ages,Middle School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3783,2008,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.9,,,1.0,6.9,10.9,1844.0,Overall,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3784,2008,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.0,,,1.2,8.7,13.3,922.0,Male,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3785,2008,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.9,,,1.4,4.1,9.7,915.0,Female,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3807,2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.3,,,1.0,12.4,16.2,2973.0,Overall,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3808,2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.8,,,0.4,2.1,3.5,3029.0,Overall,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3809,2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.5,,,1.1,12.3,16.7,1456.0,Male,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3810,2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.1,,,0.5,2.1,4.1,1456.0,Male,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3811,2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.5,,,0.4,1.7,3.3,1552.0,Female,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3812,2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.3,,,1.2,11.9,16.7,1511.0,Female,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3849,2008,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.4,,,2.3,14.8,24.0,1340.0,Overall,All Races,All Ages,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3850,2008,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.0,,,0.9,3.3,6.7,1625.0,Overall,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3851,2008,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.1,,,1.0,3.2,7.0,782.0,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3852,2008,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.2,,,2.6,15.1,25.3,664.0,Male,All Races,All Ages,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3853,2008,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.6,,,1.2,2.3,6.9,837.0,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3854,2008,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.5,,,2.8,13.0,24.0,676.0,Female,All Races,All Ages,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3897,2008,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.4,,,0.7,3.1,5.7,2347.0,Overall,All Races,All Ages,Middle School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3898,2008,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.5,,,1.4,15.8,21.2,2373.0,Overall,All Races,All Ages,High School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3899,2008,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.4,,,0.8,2.9,5.9,1184.0,Male,All Races,All Ages,Middle School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3900,2008,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.7,,,1.6,17.6,23.8,1205.0,Male,All Races,All Ages,High School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3901,2008,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.0,,,1.5,13.0,19.0,1159.0,Female,All Races,All Ages,High School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3902,2008,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.2,,,0.7,2.8,5.6,1158.0,Female,All Races,All Ages,Middle School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3945,2008,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.3,,,0.7,2.9,5.7,1536.0,Overall,All Races,All Ages,Middle School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3946,2008,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.7,,,1.4,18.0,23.4,1872.0,Overall,All Races,All Ages,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3947,2008,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.2,,,0.9,2.4,6.0,800.0,Male,All Races,All Ages,Middle School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3948,2008,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.7,,,2.0,18.8,26.6,945.0,Male,All Races,All Ages,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3949,2008,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.3,,,0.9,2.6,6.0,734.0,Female,All Races,All Ages,Middle School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3950,2008,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.4,,,1.6,15.2,21.6,922.0,Female,All Races,All Ages,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
3993,2007,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.8,,,1.9,13.1,20.5,1727.0,Overall,All Races,All Ages,High School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
3994,2007,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.8,,,1.0,4.8,8.8,2177.0,Overall,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
3995,2007,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.2,,,2.3,12.6,21.8,800.0,Male,All Races,All Ages,High School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
3996,2007,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.3,,,0.9,3.6,7.0,1084.0,Male,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
3997,2007,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.0,,,1.5,5.1,10.9,1085.0,Female,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
3998,2007,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.1,,,2.0,12.2,20.0,918.0,Female,All Races,All Ages,High School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
4041,2007,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.5,,,1.1,7.3,11.7,1863.0,Overall,All Races,All Ages,Middle School,"(34.74865012400045, -92.27449074299966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
4042,2007,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.4,,,1.2,18.0,22.8,1950.0,Overall,All Races,All Ages,High School,"(34.74865012400045, -92.27449074299966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
4043,2007,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.0,,,1.7,19.7,26.3,962.0,Male,All Races,All Ages,High School,"(34.74865012400045, -92.27449074299966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
