"","X1","YEAR","LocationAbbr","LocationDesc","TopicType","TopicDesc","MeasureDesc","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Data_Value_Std_Err","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Gender","Race","Age","Education","GeoLocation","TopicTypeId","TopicId","MeasureId","StratificationID1","StratificationID2","StratificationID3","StratificationID4","SubMeasureID","DisplayOrder","Current"
"380",2939,2009,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,8.8,13.8,1443,"Overall","All Races","All Ages","High School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,11.3
"381",2940,2009,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,8.2,12.8,667,"Male","All Races","All Ages","High School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,10.5
"382",2941,2009,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,2,5.2,724,"Male","All Races","All Ages","Middle School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,3.6
"383",2942,2009,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,3.4,7.4,851,"Female","All Races","All Ages","Middle School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,5.4
"384",2943,2009,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,8.3,15.5,767,"Female","All Races","All Ages","High School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,11.9
"385",2980,2009,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,1.3,4.3,1307,"Overall","All Races","All Ages","Middle School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,2.8
"386",2981,2009,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.4,15.1,24.7,1245,"Overall","All Races","All Ages","High School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19.9
"387",2982,2009,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,1.6,5,670,"Male","All Races","All Ages","Middle School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,3.3
"388",2983,2009,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,3.3,13.7,26.7,612,"Male","All Races","All Ages","High School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,20.2
"389",2984,2009,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,0.7,4.1,633,"Female","All Races","All Ages","Middle School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,2.4
"390",2985,2009,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.4,14.8,24.2,630,"Female","All Races","All Ages","High School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,19.5
"391",3028,2009,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,14.2,20,1351,"Overall","All Races","All Ages","High School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,17.1
"392",3029,2009,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,2.5,6.1,966,"Overall","All Races","All Ages","Middle School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.3
"393",3030,2009,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,2.5,8.7,436,"Male","All Races","All Ages","Middle School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.6
"394",3031,2009,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,13,20,669,"Male","All Races","All Ages","High School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,16.5
"395",3032,2009,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,14,21.8,670,"Female","All Races","All Ages","High School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,17.9
"396",3033,2009,"KS","Kansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,1.6,4.4,516,"Female","All Races","All Ages","Middle School","(38.34774030000045, -98.20078122699965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,3
"397",3076,2009,"LA","Louisiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,8.4,13.4,1648,"Overall","All Races","All Ages","Middle School","(31.31266064400046, -92.44568007099969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,10.9
"398",3077,2009,"LA","Louisiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.5,14.5,24.3,1027,"Overall","All Races","All Ages","High School","(31.31266064400046, -92.44568007099969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19.4
"399",3078,2009,"LA","Louisiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,8.1,14.5,753,"Male","All Races","All Ages","Middle School","(31.31266064400046, -92.44568007099969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,11.3
"400",3079,2009,"LA","Louisiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,13,20.8,487,"Male","All Races","All Ages","High School","(31.31266064400046, -92.44568007099969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,16.9
"401",3080,2009,"LA","Louisiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,3.9,14.3,29.5,536,"Female","All Races","All Ages","High School","(31.31266064400046, -92.44568007099969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,21.9
"402",3081,2009,"LA","Louisiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,7.4,12.8,879,"Female","All Races","All Ages","Middle School","(31.31266064400046, -92.44568007099969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,10.1
"403",3124,2009,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,5.5,8.9,1597,"Overall","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.2
"404",3125,2009,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,16.6,21,1662,"Overall","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,18.8
"405",3126,2009,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,5.5,10.5,804,"Male","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,8
"406",3127,2009,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,19.1,25.3,794,"Male","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,22.2
"407",3128,2009,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,12.6,18.6,862,"Female","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,15.6
"408",3129,2009,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,4.4,8,790,"Female","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,6.2
"409",3166,2009,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,15.4,23.4,1494,"Overall","All Races","All Ages","High School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19.4
"410",3167,2009,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,4,7.4,1605,"Overall","All Races","All Ages","Middle School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,5.7
"411",3168,2009,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,3.9,7.5,816,"Male","All Races","All Ages","Middle School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.7
"412",3169,2009,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.9,13.7,25.1,748,"Male","All Races","All Ages","High School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,19.4
"413",3170,2009,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,3.2,7.8,780,"Female","All Races","All Ages","Middle School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,5.5
"414",3171,2009,"MO","Missouri","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,15.7,23.3,738,"Female","All Races","All Ages","High School","(38.635790776000476, -92.56630005299968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,19.5
"415",3207,2009,"NH","New Hampshire","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,13.5,18.5,1470,"Overall","All Races","All Ages","High School","(43.65595011300047, -71.50036091999965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,16
"416",3208,2009,"NH","New Hampshire","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,13.1,19.9,694,"Male","All Races","All Ages","High School","(43.65595011300047, -71.50036091999965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,16.5
"417",3209,2009,"NH","New Hampshire","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,13,18.6,767,"Female","All Races","All Ages","High School","(43.65595011300047, -71.50036091999965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,15.8
"418",3237,2009,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,14,19.4,3213,"Overall","All Races","All Ages","High School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,16.7
"419",3238,2009,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,3.2,5.4,3720,"Overall","All Races","All Ages","Middle School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.3
"420",3239,2009,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,2.7,5.9,1801,"Male","All Races","All Ages","Middle School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,4.3
"421",3240,2009,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,15.4,23,1531,"Male","All Races","All Ages","High School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,19.2
"422",3241,2009,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,2.9,5.3,1909,"Female","All Races","All Ages","Middle School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4.1
"423",3242,2009,"NC","North Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,10.8,16.6,1665,"Female","All Races","All Ages","High School","(35.466220975000454, -79.15925046299964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,13.7
"424",3285,2009,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,4.5,7.9,1980,"Overall","All Races","All Ages","Middle School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,6.2
"425",3286,2009,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,20.2,25.6,1939,"Overall","All Races","All Ages","High School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,22.9
"426",3287,2009,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,20,26.8,971,"Male","All Races","All Ages","High School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,23.4
"427",3288,2009,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,3,6.6,945,"Male","All Races","All Ages","Middle School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,4.8
"428",3289,2009,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,19.2,25.4,950,"Female","All Races","All Ages","High School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,22.3
"429",3290,2009,"ND","North Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,5.3,10.1,1016,"Female","All Races","All Ages","Middle School","(47.47531977900047, -100.11842104899966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,7.7
"430",3327,2009,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,4.4,8.6,2109,"Overall","All Races","All Ages","Middle School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,6.5
"431",3328,2009,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,18,22.4,1741,"Overall","All Races","All Ages","High School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,20.2
"432",3329,2009,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,17.4,25.4,868,"Male","All Races","All Ages","High School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,21.4
"433",3330,2009,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,4.8,9.2,1071,"Male","All Races","All Ages","Middle School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,7
"434",3331,2009,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,16.2,21.6,864,"Female","All Races","All Ages","High School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,18.9
"435",3332,2009,"OK","Oklahoma","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,3.3,8.7,1028,"Female","All Races","All Ages","Middle School","(35.47203135600046, -97.52107021399968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,6
"436",3369,2009,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,18.6,25,1071,"Overall","All Races","All Ages","High School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,21.8
"437",3370,2009,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,6.6,10.2,1305,"Overall","All Races","All Ages","Middle School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,8.4
"438",3371,2009,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.6,19.9,30.1,510,"Male","All Races","All Ages","High School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,25
"439",3372,2009,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,6.6,11.6,659,"Male","All Races","All Ages","Middle School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,9.1
"440",3373,2009,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,5.8,9.6,645,"Female","All Races","All Ages","Middle School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,7.7
"441",3374,2009,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,15.9,20.9,558,"Female","All Races","All Ages","High School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,18.4
"442",3411,2009,"SD","South Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,3.8,8.4,3294,"Overall","All Races","All Ages","Middle School","(44.353130053000484, -100.3735306369997)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,6.1
"443",3412,2009,"SD","South Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,4.1,8.3,1667,"Male","All Races","All Ages","Middle School","(44.353130053000484, -100.3735306369997)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.2
"444",3413,2009,"SD","South Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,3.1,8.7,1616,"Female","All Races","All Ages","Middle School","(44.353130053000484, -100.3735306369997)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,5.9
